asesor_codigo,numero,cliente_razon_social,trabajo,cantidad,COTIZACION::total,fecha_ingreso,fecha_entrega,linea_negocio,estado_orden,factura_cantidad_nuevo,factura_subtotal_nuevo
BV,24189,NATURES SUNSHINE PRODUCTS DEL ECUADOR S.A.,REIMPRESIÓN CATÁLOGO de producto,3000,2886,05/01/2026,07/01/2026,PUBLICOMERCIAL,FACTURADO,3000,2886
ASS,24190,OTECEL S.A.,VOLANTES MOVISTAR ENERO,126000,2267.998536,05/01/2026,07/01/2026,PUBLICOMERCIAL,DESPACHOS - ENTREGA TOTAL,,
MC,24191,YUNNY RIVERA CUSME,LIBRO INFORMATIC EVOLUTION 1,1500,3149.9985,06/01/2026,15/01/2026,EDITORIAL,FACTURADO,1500,3149.9985
MC,24194,YUNNY RIVERA CUSME,LIBRO INFORMATIC EVOLUTION 2,1500,3075,08/01/2026,15/01/2026,EDITORIAL,FACTURADO,1500,3075
MC,24195,YUNNY RIVERA CUSME,LIBRO INFORMATIC EVOLUTION 3,1500,3075,08/01/2026,15/01/2026,EDITORIAL,FACTURADO,1500,3075
BV,24197,BUSSINES MARKETING PUBLICIDAD CIA LTDA,CUADERNOS / AGENDAS,200,1050.007,13/01/2026,22/01/2026,PUBLICOMERCIAL,FACTURADO,200,1050.007
BV,24198,RIJABAL S.A.,LIBRO Ciencias Experimentales 1,1300,2517.9973,15/01/2026,23/01/2026,EDITORIAL,FACTURADO,1300,2517.9973
BV,24199,RIJABAL S.A.,LIBRO Ciencias Experimentales 2,1300,2307.9966,15/01/2026,23/01/2026,EDITORIAL,FACTURADO,1300,2307.9966
BV,24200,RIJABAL S.A.,LIBRO Ciencias Experimentales 3,1300,2569.996,15/01/2026,23/01/2026,EDITORIAL,FACTURADO,1300,2569.996
BV,24201,OMNILIFE DEL ECUADOR S.A.,GUÍA DE PRODUCTOS ene 2026,3000,2940,16/01/2026,27/01/2026,PUBLICOMERCIAL,FACTURADO,3000,2940
CTAG,24202,AMC ECUADOR CIA.LTDA.,reimpresión PLIEGOS NINA FLOWERS 60X90,49800,896.4,16/01/2026,23/01/2026,PUBLICOMERCIAL,FACTURADO,49800,896.4
ASS,24203,INTRIAGO FRAY OSCAR PASTOR,libro cívica generación c 2,1000,2000,16/01/2026,30/01/2026,EDITORIAL,FACTURADO,1000,2000
BV,24204,OMNILIFE DEL ECUADOR S.A.,LIBRETAS,95,266,19/01/2026,21/01/2026,PUBLICOMERCIAL,FACTURADO,95,266
BV,24205,Juan José Maldonado Utreras,DIPLOMAS,32,32.003744,19/01/2026,19/01/2026,PUBLICOMERCIAL,FACTURADO,32,32.003744
BV,24206,NATURES SUNSHINE PRODUCTS DEL ECUADOR S.A.,CUADERNOS,200,589.7842,20/01/2026,28/01/2026,PUBLICOMERCIAL,FACTURADO,200,589.7842
ASS,24207,INTRIAGO FRAY OSCAR PASTOR,LIBRO CÍVICA GENERACIÓN C 3,1000,2000,22/01/2026,30/01/2026,EDITORIAL,FACTURADO,1000,2000
ASS,24208,INTRIAGO FRAY OSCAR PASTOR,LIBRO CÍVICA GENERACIÓN C 4,1000,2000,22/01/2026,30/01/2026,EDITORIAL,FACTURADO,1000,2000
ASS,24209,INTRIAGO FRAY OSCAR PASTOR,LIBRO CÍVICA GENERACIÓN C 5,1000,2000,22/01/2026,30/01/2026,EDITORIAL,FACTURADO,1000,2000
ASS,24210,INTRIAGO FRAY OSCAR PASTOR,LIBRO CÍVICA GENERACIÓN C 6,1000,2000,22/01/2026,30/01/2026,EDITORIAL,FACTURADO,1000,2000
ASS,24211,INTRIAGO FRAY OSCAR PASTOR,LIBRO CÍVICA GENERACIÓN C 7,1000,2000,22/01/2026,30/01/2026,EDITORIAL,FACTURADO,1000,2000
ASS,24212,INTRIAGO FRAY OSCAR PASTOR,LIBRO CÍVICA GENERACIÓN C 8,1000,2000,22/01/2026,30/01/2026,EDITORIAL,FACTURADO,1000,2000
ASS,24213,INTRIAGO FRAY OSCAR PASTOR,LIBRO CÍVICA GENERACIÓN C 9,1000,2000,22/01/2026,30/01/2026,EDITORIAL,FACTURADO,1000,2000
ASS,24214,INTRIAGO FRAY OSCAR PASTOR,LIBRO CÍVICA GENERACIÓN C 10,1000,2000,22/01/2026,30/01/2026,EDITORIAL,FACTURADO,1000,2000
ASS,24215,INTRIAGO FRAY OSCAR PASTOR,LIBRO CÍVICA GENERACIÓN C 1 BACHILLERATO,1000,2000,22/01/2026,30/01/2026,EDITORIAL,FACTURADO,1000,2000
ASS,24216,INTRIAGO FRAY OSCAR PASTOR,libro cívica generación c 2 BACHILLERATO,1000,2000,22/01/2026,30/01/2026,EDITORIAL,FACTURADO,1000,2000
ASS,24217,INTRIAGO FRAY OSCAR PASTOR,libro cívica generación c 3 BACHILLERATO,1000,2000,22/01/2026,30/01/2026,EDITORIAL,FACTURADO,1000,2000
CTAG,24218,SYNLAB S.A.S,Sticker 3 diseños,400,80.0052,22/01/2026,23/01/2026,PUBLICOMERCIAL,FACTURADO,400,80.0052
CTAG,24219,ALISERVIS S.A.,REIMPRESION VOLANTES PROMO FEBRERO 2026 $10.49 PIZZA FAMILIA 1 INGREDIENTE - 5 MOTIVOS,492675,5223.34035,26/01/2026,02/02/2026,PUBLICOMERCIAL,FACTURADO,492675,5223.34035
CTAG,24220,VERONICA PROAÑO,CUADERNOS A5,10,125,26/01/2026,27/01/2026,PUBLICOMERCIAL,FACTURADO,10,125
CTAG,24221,MANOSALVAS MARTINEZ JANETH,tríptico IT AHORA EDICIÓN 114-115,850,450.415,27/01/2026,03/02/2026,PUBLICOMERCIAL,FACTURADO,850,450.415
CTAG,24222,ALISERVIS S.A.,VOLANTES NUEVO LOCAL POMASQUI 50% OFF,5000,52.5,27/01/2026,30/01/2026,PUBLICOMERCIAL,FACTURADO,5000,52.5
MC,24223,TIPAN UMATAMBO SEGUNDO MARCO,LIBRO PREPARATORIA MIS HUELLITAS 1 EGB,2000,19500,28/01/2026,06/02/2026,EDITORIAL,FACTURADO,2000,19500
MC,24224,YUNNY RIVERA CUSME,REIMPRESIÓN LIBRO CALIGRAFITOS PLUS 2 EGB,3000,4650,28/01/2026,03/02/2026,EDITORIAL,FACTURADO,3000,4650
CTAG,24225,ALISERVIS S.A.,VOLANTES PROMO 10.49 INC.IVA,15000,157.5,28/01/2026,02/02/2026,PUBLICOMERCIAL,FACTURADO,15000,157.5
ASS,24226,BFS ECUADOR,EMPAQUE COUPLE - SANDUCHADO 7 motivos,1300,1755,29/01/2026,06/02/2026,EMPAQUE,FACTURADO,1300,1755
ASS,23408,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,cuaderno,21,462,15/01/2025 0:00,20/01/2025 0:00,PUBLICOMERCIAL,FACTURADO,21,462
ASS,23412,OTECEL S.A.,REIMPRESIÓN  LIBRETA TUENTI - AFI25.1,1000,972,15/01/2025 0:00,22/01/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,972
ASS,23434,OTECEL S.A.,VOLANTE tuenti - VOL151.1,108000,2172.15,24/01/2025 0:00,30/01/2025 0:00,PUBLICOMERCIAL,FACTURADO,108000,2172.15
ASS,23472,AGLOMERADOS COTOPAXI S.A,DAMERO pequeño con nidos 2025 - opción 1,7800,44440,01/03/2025 0:00,19/02/2025 0:00,EMPAQUE,FACTURADO,7800,44440
ASS,23476,AGLOMERADOS COTOPAXI S.A,DAMERO grande 2025 - ECUADOR Y PERU,2700,25650,01/03/2025 0:00,24/03/2025 0:00,EMPAQUE,FACTURADO,2700,25650
ASS,23592,INTRIAGO FRAY OSCAR PASTOR,FLYER A4 - DANIEL NOBOA,20000,500,01/04/2025 0:00,04/04/2025 0:00,PUBLICOMERCIAL,FACTURADO,20000,500
ASS,23405,YANBAL ECUADOR S.A,"REIMPRESION PLANNER ANUAL 2025
",100,995,09/01/2025 0:00,17/01/2025 0:00,PUBLICOMERCIAL,FACTURADO,100,995
ASS,23409,INTRIAGO FRAY OSCAR PASTOR,LIBROS EXPRESS ARTE 2 - ALUMNO Y DOCENTE,2000,4100,15/01/2025 0:00,28/01/2025 0:00,EDITORIAL,FACTURADO,2000,4100
ASS,23410,INTRIAGO FRAY OSCAR PASTOR,LIBROS EXPRESS ARTE 3 - ALUMNO Y DOCENTE,2000,4100,15/01/2025 0:00,28/01/2025 0:00,EDITORIAL,FACTURADO,2000,4100
ASS,23411,INTRIAGO FRAY OSCAR PASTOR,LIBROS EXPRESS ARTE 4 - ALUMNO Y DOCENTE,2000,3800,15/01/2025 0:00,28/01/2025 0:00,EDITORIAL,FACTURADO,2000,3800
ASS,23413,INTRIAGO FRAY OSCAR PASTOR,LIBROS EXPRESS ARTE 5 - ALUMNO Y DOCENTE,2000,3800,16/01/2025 0:00,28/01/2025 0:00,EDITORIAL,FACTURADO,2000,3800
ASS,23414,INTRIAGO FRAY OSCAR PASTOR,LIBROS EXPRESS ARTE 6 - ALUMNO Y DOCENTE,2000,3800,16/01/2025 0:00,28/01/2025 0:00,EDITORIAL,FACTURADO,2000,3800
ASS,23415,INTRIAGO FRAY OSCAR PASTOR,LIBROS EXPRESS ARTE 7 - ALUMNO Y DOCENTE,2000,3800,16/01/2025 0:00,28/01/2025 0:00,EDITORIAL,FACTURADO,2000,3800
ASS,23417,INTRIAGO FRAY OSCAR PASTOR,LIBROS EXPRESS ARTE 8 - ALUMNO Y DOCENTE,2000,3800,16/01/2025 0:00,28/01/2025 0:00,EDITORIAL,FACTURADO,2000,3800
ASS,23418,INTRIAGO FRAY OSCAR PASTOR,LIBROS EXPRESS ARTE 9 - ALUMNO Y DOCENTE,2000,3800,16/01/2025 0:00,28/01/2025 0:00,EDITORIAL,FACTURADO,2000,3800
ASS,23419,INTRIAGO FRAY OSCAR PASTOR,LIBROS EXPRESS ARTE 10 - ALUMNO Y DOCENTE,2000,3800,16/01/2025 0:00,28/01/2025 0:00,EDITORIAL,FACTURADO,2000,3800
ASS,23420,INTRIAGO FRAY OSCAR PASTOR,LIBROS EXPRESS ARTE 1BGU - ALUMNO Y DOCENTE,2000,3800,16/01/2025 0:00,28/01/2025 0:00,EDITORIAL,FACTURADO,2000,3800
ASS,23421,INTRIAGO FRAY OSCAR PASTOR,LIBROS EXPRESS ARTE 2BGU - ALUMNO Y DOCENTE,2000,3800,16/01/2025 0:00,28/01/2025 0:00,EDITORIAL,FACTURADO,2000,3800
ASS,23423,OTECEL S.A.,VOLANTES movistar 2 motivos PAY JOY VOL136.1 y pos pago VOL151.1,130200,2570.41,17/01/2025 0:00,21/01/2025 0:00,PUBLICOMERCIAL,FACTURADO,130200,2570.41
ASS,23428,OTECEL S.A.,Volante Mr Beast - VOL123.1,1000,423,23/01/2025 0:00,23/01/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,423
ASS,23432,OTECEL S.A.,AFICHES tuenti COMBO $2 Y $8 - AFI581.1 y AFICHES tuenti CHIP - AFI580.1,63500,13414.5,24/01/2025 0:00,03/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,63500,13414.5
ASS,23438,MEDIOS PUBLICITARIOS ZAMBRANO MALDONADO WONDERWORLDECUADOR CIA. LTDA.,REVISTAS WHISKY,1200,4140,30/01/2025 0:00,05/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,1200,4140
ASS,23439,OTECEL S.A.,VOLANTES pay joy - VOL122.1,200,414,31/01/2025 0:00,03/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,200,414
ASS,23481,CAMARA DE INDUSTRIAS Y COMERCIO ECUATORIANO-BRITANICA,revista institucional LINKS edición 82,1000,1950,14/02/2025 0:00,20/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,1950
ASS,23493,ATEDUCA CIA. LTDA.,"Educación Cívica, Ética e Integridad 1  EGB",1500,1725,25/02/2025 0:00,13/03/2025 0:00,EDITORIAL,FACTURADO,1500,1725
ASS,23494,ATEDUCA CIA. LTDA.,"Educación Cívica, Ética e Integridad 2 EGB",2500,2875,25/02/2025 0:00,13/03/2025 0:00,EDITORIAL,FACTURADO,2500,2875
ASS,23495,ATEDUCA CIA. LTDA.,"Educación Cívica, Ética e Integridad 3 EGB",2500,2875,25/02/2025 0:00,13/03/2025 0:00,EDITORIAL,FACTURADO,2500,2875
ASS,23496,ATEDUCA CIA. LTDA.,"Educación Cívica, Ética e Integridad 4 EGB",2500,2875,25/02/2025 0:00,13/03/2025 0:00,EDITORIAL,FACTURADO,2500,2875
ASS,23497,ATEDUCA CIA. LTDA.,"Educación Cívica, Ética e Integridad 5 EGB",2500,2875,25/02/2025 0:00,13/03/2025 0:00,EDITORIAL,FACTURADO,2500,2875
ASS,23498,ATEDUCA CIA. LTDA.,"Educación Cívica, Ética e Integridad 6 EGB",2500,2875,25/02/2025 0:00,13/03/2025 0:00,EDITORIAL,FACTURADO,2500,2875
ASS,23499,ATEDUCA CIA. LTDA.,"Educación Cívica, Ética e Integridad 7 EGB",2500,2875,25/02/2025 0:00,13/03/2025 0:00,EDITORIAL,FACTURADO,2500,2875
ASS,23500,ATEDUCA CIA. LTDA.,"Educación Cívica, Ética e Integridad 8 EGB",2500,2875,25/02/2025 0:00,13/03/2025 0:00,EDITORIAL,FACTURADO,2500,2875
ASS,23501,ATEDUCA CIA. LTDA.,"Educación Cívica, Ética e Integridad 9 EGB",2500,2875,25/02/2025 0:00,13/03/2025 0:00,EDITORIAL,FACTURADO,2500,2875
ASS,23502,ATEDUCA CIA. LTDA.,"Educación Cívica, Ética e Integridad 10 EGB",2500,2875,25/02/2025 0:00,13/03/2025 0:00,EDITORIAL,FACTURADO,2500,2875
ASS,23505,INTRIAGO FRAY OSCAR PASTOR,ENSEÑANZA RELIGIOSA ESCOLAR 2 BGU,1500,2820,26/02/2025 0:00,07/03/2025 0:00,EDITORIAL,FACTURADO,1500,2820
ASS,23518,OTECEL S.A.,reimpresión agendas movistar - ecuador nos mueve - CAYFO3,1500,6088.5,28/02/2025 0:00,10/03/2025 0:00,PUBLICOMERCIAL,FACTURADO,1500,6088.5
ASS,23525,BOOKS & BITS ECUADOR S.A.,diptico,1000,396,06/03/2025 0:00,11/03/2025 0:00,EDITORIAL,FACTURADO,1000,396
ASS,23540,PROGRAMA MUNDIAL DE ALIMENTOS,TICKETS BLANCO Y NEGRO,500,100,12/03/2025 0:00,19/03/2025 0:00,EDITORIAL,FACTURADO,500,100
ASS,23547,AGLOMERADOS COTOPAXI S.A,catalogo molduras y paneles decorativos,620,810.43,13/03/2025 0:00,19/03/2025 0:00,PUBLICOMERCIAL,FACTURADO,620,810.43
ASS,23548,OTECEL S.A.,Volantes Riocentro Sur - VOL123.1,1000,423,13/03/2025 0:00,17/03/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,423
ASS,23549,AGLOMERADOS COTOPAXI S.A,ADHESIVOS para tablilla,419,406.65,14/03/2025 0:00,19/03/2025 0:00,PUBLICOMERCIAL,FACTURADO,419,406.65
ASS,23565,PROGRAMA MUNDIAL DE ALIMENTOS,PORTA TARJETAS - 2 diseños,13600,730.01,19/03/2025 0:00,21/03/2025 0:00,PUBLICOMERCIAL,FACTURADO,13600,730.01
ASS,23605,WORKFORCE S.A,CUADERNO PASTA DURA,500,1934,07/04/2025 0:00,16/04/2025 0:00,PUBLICOMERCIAL,FACTURADO,500,1934
ASS,23606,WORKFORCE S.A,CARPETA A4,900,720,08/04/2025 0:00,22/04/2025 0:00,PUBLICOMERCIAL,FACTURADO,900,720
ASS,23610,OTECEL S.A.,SLEEVES para caja LISTO PACK - CAYFO335,600,594,10/04/2025 0:00,14/04/2025 0:00,PUBLICOMERCIAL,FACTURADO,600,594
ASS,23621,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,TRIPTICO SAFETY FIRST,1000,444,14/04/2025 0:00,17/04/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,444
ASS,23629,OTECEL S.A.,COLGANTES MOVISTAR - CAYFO161 ,1169,1830.65,16/04/2025 0:00,22/04/2025 0:00,PUBLICOMERCIAL,FACTURADO,1169,1830.65
ASS,23681,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,SEPARADOR,180,221.33,05/05/2025 0:00,06/05/2025 0:00,PUBLICOMERCIAL,FACTURADO,180,221.33
ASS,23687,AGLOMERADOS COTOPAXI S.A,BOCETEROS,1000,1000,06/05/2025 0:00,13/05/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,1000
ASS,23689,ORGANIZACION PANAMERICANA DE LA SALUD - ORGANIZACION MUNDIAL DE LA SALUD,CARTILLAS TIPO DIPTCO - REGIÓN SIERRA,40420,4809.98,06/05/2025 0:00,15/05/2025 0:00,PUBLICOMERCIAL,FACTURADO,40420,4809.98
ASS,23690,ORGANIZACION PANAMERICANA DE LA SALUD - ORGANIZACION MUNDIAL DE LA SALUD,CARTILLAS TIPO DIPTCO - REGIÓN COSTA,43960,5231.24,06/05/2025 0:00,15/05/2025 0:00,PUBLICOMERCIAL,FACTURADO,43960,5231.24
ASS,23691,ORGANIZACION PANAMERICANA DE LA SALUD - ORGANIZACION MUNDIAL DE LA SALUD,CARTILLAS TIPO DIPTCO - REGIÓN AMAZONÍA,15620,1858.78,06/05/2025 0:00,15/05/2025 0:00,PUBLICOMERCIAL,FACTURADO,15620,1858.78
ASS,23693,PROGRAMA MUNDIAL DE ALIMENTOS,PORTA TARJETAS,1500,275,09/05/2025 0:00,12/05/2025 0:00,PUBLICOMERCIAL,FACTURADO,1500,275
ASS,23706,OTECEL S.A.,"REIMPRESIÓN AGENDAS MOVISTAR - ECUADOR NOS MUEVE - CAYFO1
",100,1312.2,19/05/2025 0:00,21/05/2025 0:00,PUBLICOMERCIAL,FACTURADO,100,1312.2
ASS,23720,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,TARJETAS DE PRESENTACIÓN - 2 NOMBRES,1000,444,19/05/2025 0:00,22/05/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,444
ASS,23424,OTECEL S.A.,TRIP29.1 - TRÍPTICOS - movistar,98600,2514.3,17/01/2025 0:00,,PUBLICOMERCIAL,FACTURADO,98600,2514.3
ASS,23426,INTRIAGO FRAY OSCAR PASTOR,libros EXPRESS ARTE 1,2000,4200,17/01/2025 0:00,28/01/2025 0:00,EDITORIAL,FACTURADO,2000,4200
ASS,23433,OTECEL S.A.,STICKER ayudaventas tuenti - STIC780,34700,2498.4,24/01/2025 0:00,03/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,34700,2498.4
ASS,23435,OTECEL S.A.,Volante tuenti - VOL148.1,90000,1620,24/01/2025 0:00,29/01/2025 0:00,PUBLICOMERCIAL,FACTURADO,90000,1620
ASS,23440,OTECEL S.A.,VOLANTES POS PAGO - VOL123.1,1000,423,31/01/2025 0:00,03/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,423
ASS,23441,OTECEL S.A.,TRIP2.2 - TRÍPTICOS - movistar,1000,586.5,31/01/2025 0:00,03/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,586.5
ASS,23442,BFS ECUADOR,TRIPTICOS con desprendible,4000,598,03/02/2025 0:00,04/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,4000,598
ASS,23451,OTECEL S.A.,CUADERNO CONVENCIÓN - CAYFO39,250,2900.25,03/02/2025 0:00,07/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,250,2900.25
ASS,23454,OTECEL S.A.,COLGANTES SAN VALENTIN - COLG302,7820,3378.24,06/02/2025 0:00,10/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,7820,3378.24
ASS,23473,BOOKS & BITS ECUADOR S.A.,BLOCK DE NOTAS,2000,1160,10/02/2025 0:00,14/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,2000,1160
ASS,23479,OTECEL S.A.,agendas movistar - ecuador nos mueve - CAYFO39,200,2320.2,14/02/2025 0:00,18/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,200,2320.2
ASS,23485,BOOKS & BITS ECUADOR S.A.,diptico MALLAS CURRICULARES,400,332,20/02/2025 0:00,21/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,400,332
ASS,23486,OTECEL S.A.,reimpresión agendas movistar - ecuador nos mueve - CAYFO39,200,2320.2,20/02/2025 0:00,25/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,200,2320.2
ASS,23488,BOOKS & BITS ECUADOR S.A.,REIMPRESIÓN diptico MALLAS CURRICULARES,400,332,24/02/2025 0:00,25/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,400,332
ASS,23492,OTECEL S.A.,VOLANTE MOVISTAR - VOL122.1,500,1035,25/02/2025 0:00,27/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,500,1035
ASS,23503,INTRIAGO FRAY OSCAR PASTOR,ENSEÑANZA RELIGIOSA ESCOLAR 1 BGU,1500,2820,26/02/2025 0:00,07/03/2025 0:00,EDITORIAL,FACTURADO,1500,2820
ASS,23504,INTRIAGO FRAY OSCAR PASTOR,ENSEÑANZA RELIGIOSA ESCOLAR 2 EGB,1500,2820,26/02/2025 0:00,26/02/2025 0:00,EDITORIAL,FACTURADO,1500,2820
ASS,23506,INTRIAGO FRAY OSCAR PASTOR,ENSEÑANZA RELIGIOSA ESCOLAR 3 EGB,1500,2820,26/02/2025 0:00,27/02/2025 0:00,EDITORIAL,FACTURADO,1500,2820
ASS,23507,INTRIAGO FRAY OSCAR PASTOR,ENSEÑANZA RELIGIOSA ESCOLAR 3 bgu,1500,2820,26/02/2025 0:00,07/03/2025 0:00,EDITORIAL,FACTURADO,1500,2820
ASS,23508,INTRIAGO FRAY OSCAR PASTOR,ENSEÑANZA RELIGIOSA ESCOLAR 4 egb,1500,2820,26/02/2025 0:00,07/03/2025 0:00,EDITORIAL,FACTURADO,1500,2820
ASS,23509,INTRIAGO FRAY OSCAR PASTOR,ENSEÑANZA RELIGIOSA ESCOLAR 5 egb,1500,2820,26/02/2025 0:00,07/03/2025 0:00,EDITORIAL,FACTURADO,1500,2820
ASS,23510,INTRIAGO FRAY OSCAR PASTOR,ENSEÑANZA RELIGIOSA ESCOLAR 6 egb,1500,2820,26/02/2025 0:00,07/03/2025 0:00,EDITORIAL,FACTURADO,1500,2820
ASS,23511,INTRIAGO FRAY OSCAR PASTOR,ENSEÑANZA RELIGIOSA ESCOLAR 7 egb,1500,2820,26/02/2025 0:00,07/03/2025 0:00,EDITORIAL,FACTURADO,1500,2820
ASS,23512,INTRIAGO FRAY OSCAR PASTOR,ENSEÑANZA RELIGIOSA ESCOLAR 8 egb,1500,2820,26/02/2025 0:00,10/03/2025 0:00,EDITORIAL,FACTURADO,1500,2820
ASS,23513,INTRIAGO FRAY OSCAR PASTOR,ENSEÑANZA RELIGIOSA ESCOLAR 9 egb,1500,2820,26/02/2025 0:00,10/03/2025 0:00,EDITORIAL,FACTURADO,1500,2820
ASS,23514,INTRIAGO FRAY OSCAR PASTOR,ENSEÑANZA RELIGIOSA ESCOLAR 10 egb,1500,2820,26/02/2025 0:00,10/03/2025 0:00,EDITORIAL,FACTURADO,1500,2820
ASS,23516,INTRIAGO FRAY OSCAR PASTOR,ENSEÑANZA RELIGIOSA ESCOLAR 1 egb,1500,2820,27/02/2025 0:00,10/03/2025 0:00,EDITORIAL,FACTURADO,1500,2820
ASS,23530,SANTILLANA S.A.,llaves digitales - acceso digital conecta,10000,1950,07/03/2025 0:00,13/03/2025 0:00,EDITORIAL,FACTURADO,10000,1950
ASS,23541,PROGRAMA MUNDIAL DE ALIMENTOS,PORTA TARJETAS,25000,1000,12/03/2025 0:00,19/03/2025 0:00,PUBLICOMERCIAL,FACTURADO,25000,1000
ASS,23593,BOOKS & BITS ECUADOR S.A.,PLANIFICADOR REGION COSTA 2025 - 2026,1000,1100,01/04/2025 0:00,07/04/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,1100
ASS,23630,OTECEL S.A.,VOLANTES MOVISTAR - VOL151.1,109000,1962,16/04/2025 0:00,22/04/2025 0:00,PUBLICOMERCIAL,FACTURADO,109000,1962
ASS,23666,AGLOMERADOS COTOPAXI S.A,ADHESIVOS para tablilla 18x14,6200,1178,29/04/2025 0:00,01/05/2025 0:00,PUBLICOMERCIAL,FACTURADO,6200,1178
ASS,23726,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 8,1500,2700,26/05/2025 0:00,02/06/2025 0:00,EDITORIAL,FACTURADO,1500,2700
ASS,23727,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 9,1500,2700,26/05/2025 0:00,02/06/2025 0:00,EDITORIAL,FACTURADO,1500,2700
ASS,23728,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 10,1500,2700,26/05/2025 0:00,02/06/2025 0:00,EDITORIAL,FACTURADO,1500,2700
ASS,23729,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 1 BGU,1500,2700,26/05/2025 0:00,02/06/2025 0:00,EDITORIAL,FACTURADO,1500,2700
ASS,23730,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 2 BGU,1500,2700,26/05/2025 0:00,02/06/2025 0:00,EDITORIAL,FACTURADO,1500,2700
ASS,23741,BFS ECUADOR,EMPAQUE DÙO SANDUCHADO - 4 motivos,150,489,28/05/2025 0:00,02/06/2025 0:00,EMPAQUE,FACTURADO,150,489
ASS,23743,AGLOMERADOS COTOPAXI S.A,CARTA PRESENTACIÓN,1000,330,29/05/2025 0:00,02/06/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,330
ASS,23747,AGLOMERADOS COTOPAXI S.A,adhesivos pegados en tablillas,30160,2100,02/06/2025 0:00,18/06/2025 0:00,PUBLICOMERCIAL,FACTURADO,30160,2100
ASS,23748,AGLOMERADOS COTOPAXI S.A,flyer y adhesivos para tablila,1000,495,02/06/2025 0:00,05/06/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,495
ASS,23763,UMCO S.A.,REIMPRESIÓN SEPARADOR 64x45,5000,438.5,03/06/2025 0:00,09/06/2025 0:00,PUBLICOMERCIAL,FACTURADO,5000,438.5
ASS,23764,AGLOMERADOS COTOPAXI S.A,flyer para tablila,1000,315,03/06/2025 0:00,06/06/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,315
ASS,23771,OTECEL S.A.,REIMPRESIÓN cuadernos TUENTI - PUBLI35,1000,3300,06/06/2025 0:00,17/06/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,3300
ASS,23772,AGLOMERADOS COTOPAXI S.A,CARTA PRESENTACIÓN,30,60,06/06/2025 0:00,09/06/2025 0:00,PUBLICOMERCIAL,FACTURADO,30,60
ASS,23773,AGLOMERADOS COTOPAXI S.A,flyer y adhesivos para tablila,243,140,06/06/2025 0:00,09/06/2025 0:00,PUBLICOMERCIAL,FACTURADO,243,140
ASS,23777,OTECEL S.A.,cuadernos - portadas 3 modelos - PUBLI31,1000,2664,09/06/2025 0:00,19/06/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,2664
ASS,23779,OTECEL S.A.,VOLANTE POS PAGO - VOL151.1,106000,1908,10/06/2025 0:00,11/06/2025 0:00,PUBLICOMERCIAL,FACTURADO,106000,1908
ASS,23780,OTECEL S.A.,COLGANTES MOVISTAR - CARPLE212,1304,2370.67,10/06/2025 0:00,11/06/2025 0:00,PUBLICOMERCIAL,FACTURADO,1304,2370.67
